"latitude" "longitude" "elevation" "total_prcp" "t" "sin" "cos"
"1" 32.935 -85.9556 201.2 1617 1 0.5 0.866025403784439
"2" 32.935 -85.9556 201.2 1059 2 0.866025403784439 0.5
"3" 32.935 -85.9556 201.2 1341 3 1 6.12303176911189e-17
"4" 32.935 -85.9556 201.2 622 4 0.866025403784439 -0.5
"5" 32.935 -85.9556 201.2 1178 5 0.5 -0.866025403784439
"6" 32.935 -85.9556 201.2 821 6 1.22460635382238e-16 -1
"7" 32.935 -85.9556 201.2 185 7 -0.5 -0.866025403784439
"8" 32.935 -85.9556 201.2 1497 8 -0.866025403784438 -0.5
"9" 32.935 -85.9556 201.2 272 9 -1 -1.83690953073357e-16
"10" 32.935 -85.9556 201.2 689 10 -0.866025403784439 0.5
"11" 32.935 -85.9556 201.2 1321 11 -0.5 0.866025403784438
"12" 32.935 -85.9556 201.2 773 12 -2.44921270764475e-16 1
"13" 30.8839 -87.7853 82.6 2819 1 0.5 0.866025403784439
"14" 30.8839 -87.7853 82.6 1862 2 0.866025403784439 0.5
"15" 30.8839 -87.7853 82.6 1052 3 1 6.12303176911189e-17
"16" 30.8839 -87.7853 82.6 730 4 0.866025403784439 -0.5
"17" 30.8839 -87.7853 82.6 1653 5 0.5 -0.866025403784439
"18" 30.8839 -87.7853 82.6 691 6 1.22460635382238e-16 -1
"19" 30.8839 -87.7853 82.6 1437 7 -0.5 -0.866025403784439
"20" 30.8839 -87.7853 82.6 2144 8 -0.866025403784438 -0.5
"21" 30.8839 -87.7853 82.6 432 9 -1 -1.83690953073357e-16
"22" 30.8839 -87.7853 82.6 876 10 -0.866025403784439 0.5
"23" 30.8839 -87.7853 82.6 1748 11 -0.5 0.866025403784438
"24" 30.8839 -87.7853 82.6 670 12 -2.44921270764475e-16 1
"25" 34.6892 -86.8819 183.8 1468 1 0.5 0.866025403784439
"26" 34.6892 -86.8819 183.8 912 2 0.866025403784439 0.5
"27" 34.6892 -86.8819 183.8 1167 3 1 6.12303176911189e-17
"28" 34.6892 -86.8819 183.8 705 4 0.866025403784439 -0.5
"29" 34.6892 -86.8819 183.8 1568 5 0.5 -0.866025403784439
"30" 34.6892 -86.8819 183.8 678 6 1.22460635382238e-16 -1
"31" 34.6892 -86.8819 183.8 1092 7 -0.5 -0.866025403784439
"32" 34.6892 -86.8819 183.8 352 8 -0.866025403784438 -0.5
"33" 34.6892 -86.8819 183.8 490 9 -1 -1.83690953073357e-16
"34" 34.6892 -86.8819 183.8 1471 10 -0.866025403784439 0.5
"35" 34.6892 -86.8819 183.8 1650 11 -0.5 0.866025403784438
"36" 34.6892 -86.8819 183.8 394 12 -2.44921270764475e-16 1
"37" 33.3936 -87.0067 132.6 1156 1 0.5 0.866025403784439
"38" 33.3936 -87.0067 132.6 768 2 0.866025403784439 0.5
"39" 33.3936 -87.0067 132.6 1415 3 1 6.12303176911189e-17
"40" 33.3936 -87.0067 132.6 969 4 0.866025403784439 -0.5
"41" 33.3936 -87.0067 132.6 1650 5 0.5 -0.866025403784439
"42" 33.3936 -87.0067 132.6 598 6 1.22460635382238e-16 -1
"43" 33.3936 -87.0067 132.6 1167 7 -0.5 -0.866025403784439
"44" 33.3936 -87.0067 132.6 1320 8 -0.866025403784438 -0.5
"45" 33.3936 -87.0067 132.6 193 9 -1 -1.83690953073357e-16
"46" 33.3936 -87.0067 132.6 414 10 -0.866025403784439 0.5
"47" 33.3936 -87.0067 132.6 1347 11 -0.5 0.866025403784438
"48" 33.3936 -87.0067 132.6 346 12 -2.44921270764475e-16 1
"49" 31.0583 -87.055 25.9 2541 1 0.5 0.866025403784439
"50" 31.0583 -87.055 25.9 1355 2 0.866025403784439 0.5
"51" 31.0583 -87.055 25.9 863 3 1 6.12303176911189e-17
"52" 31.0583 -87.055 25.9 538 4 0.866025403784439 -0.5
"53" 31.0583 -87.055 25.9 1614 5 0.5 -0.866025403784439
"54" 31.0583 -87.055 25.9 646 6 1.22460635382238e-16 -1
"55" 31.0583 -87.055 25.9 1013 7 -0.5 -0.866025403784439
"56" 31.0583 -87.055 25.9 1929 8 -0.866025403784438 -0.5
"57" 31.0583 -87.055 25.9 279 9 -1 -1.83690953073357e-16
"58" 31.0583 -87.055 25.9 630 10 -0.866025403784439 0.5
"59" 31.0583 -87.055 25.9 1244 11 -0.5 0.866025403784438
"60" 31.0583 -87.055 25.9 543 12 -2.44921270764475e-16 1
"61" 33.2814 -86.3431 126.8 1542 1 0.5 0.866025403784439
"62" 33.2814 -86.3431 126.8 1093 2 0.866025403784439 0.5
"63" 33.2814 -86.3431 126.8 2073 3 1 6.12303176911189e-17
"64" 33.2814 -86.3431 126.8 803 4 0.866025403784439 -0.5
"65" 33.2814 -86.3431 126.8 2040 5 0.5 -0.866025403784439
"66" 33.2814 -86.3431 126.8 561 6 1.22460635382238e-16 -1
"67" 33.2814 -86.3431 126.8 278 7 -0.5 -0.866025403784439
"68" 33.2814 -86.3431 126.8 561 8 -0.866025403784438 -0.5
"69" 33.2814 -86.3431 126.8 392 9 -1 -1.83690953073357e-16
"70" 33.2814 -86.3431 126.8 989 10 -0.866025403784439 0.5
"71" 33.2814 -86.3431 126.8 1245 11 -0.5 0.866025403784438
"72" 33.2814 -86.3431 126.8 451 12 -2.44921270764475e-16 1
"73" 30.2506 -88.0775 2.4 1386 1 0.5 0.866025403784439
"74" 30.2506 -88.0775 2.4 1161 2 0.866025403784439 0.5
"75" 30.2506 -88.0775 2.4 1732 3 1 6.12303176911189e-17
"76" 30.2506 -88.0775 2.4 429 4 0.866025403784439 -0.5
"77" 30.2506 -88.0775 2.4 2269 5 0.5 -0.866025403784439
"78" 30.2506 -88.0775 2.4 1643 6 1.22460635382238e-16 -1
"79" 30.2506 -88.0775 2.4 1286 7 -0.5 -0.866025403784439
"80" 30.2506 -88.0775 2.4 2907 8 -0.866025403784438 -0.5
"81" 30.2506 -88.0775 2.4 411 9 -1 -1.83690953073357e-16
"82" 30.2506 -88.0775 2.4 527 10 -0.866025403784439 0.5
"83" 30.2506 -88.0775 2.4 1221 11 -0.5 0.866025403784438
"84" 30.2506 -88.0775 2.4 559 12 -2.44921270764475e-16 1
"85" 32.5194 -87.8794 30.5 1355 1 0.5 0.866025403784439
"86" 32.5194 -87.8794 30.5 1394 2 0.866025403784439 0.5
"87" 32.5194 -87.8794 30.5 1502 3 1 6.12303176911189e-17
"88" 32.5194 -87.8794 30.5 719 4 0.866025403784439 -0.5
"89" 32.5194 -87.8794 30.5 1079 5 0.5 -0.866025403784439
"90" 32.5194 -87.8794 30.5 699 6 1.22460635382238e-16 -1
"91" 32.5194 -87.8794 30.5 2207 7 -0.5 -0.866025403784439
"92" 32.5194 -87.8794 30.5 2038 8 -0.866025403784438 -0.5
"93" 32.5194 -87.8794 30.5 367 9 -1 -1.83690953073357e-16
"94" 32.5194 -87.8794 30.5 643 10 -0.866025403784439 0.5
"95" 32.5194 -87.8794 30.5 917 11 -0.5 0.866025403784438
"96" 32.5194 -87.8794 30.5 752 12 -2.44921270764475e-16 1
"97" 31.445 -86.9533 88.4 2665 1 0.5 0.866025403784439
"98" 31.445 -86.9533 88.4 1018 2 0.866025403784439 0.5
"99" 31.445 -86.9533 88.4 973 3 1 6.12303176911189e-17
"100" 31.445 -86.9533 88.4 310 4 0.866025403784439 -0.5
"101" 31.445 -86.9533 88.4 1230 5 0.5 -0.866025403784439
"102" 31.445 -86.9533 88.4 660 6 1.22460635382238e-16 -1
"103" 31.445 -86.9533 88.4 433 7 -0.5 -0.866025403784439
"104" 31.445 -86.9533 88.4 2308 8 -0.866025403784438 -0.5
"105" 31.445 -86.9533 88.4 386 9 -1 -1.83690953073357e-16
"106" 31.445 -86.9533 88.4 406 10 -0.866025403784439 0.5
"107" 31.445 -86.9533 88.4 1093 11 -0.5 0.866025403784438
"108" 31.445 -86.9533 88.4 569 12 -2.44921270764475e-16 1
"109" 30.5467 -87.8808 7 1710 1 0.5 0.866025403784439
"110" 30.5467 -87.8808 7 1381 2 0.866025403784439 0.5
"111" 30.5467 -87.8808 7 1312 3 1 6.12303176911189e-17
"112" 30.5467 -87.8808 7 519 4 0.866025403784439 -0.5
"113" 30.5467 -87.8808 7 1787 5 0.5 -0.866025403784439
"114" 30.5467 -87.8808 7 1281 6 1.22460635382238e-16 -1
"115" 30.5467 -87.8808 7 555 7 -0.5 -0.866025403784439
"116" 30.5467 -87.8808 7 2623 8 -0.866025403784438 -0.5
"117" 30.5467 -87.8808 7 1608 9 -1 -1.83690953073357e-16
"118" 30.5467 -87.8808 7 426 10 -0.866025403784439 0.5
"119" 30.5467 -87.8808 7 1202 11 -0.5 0.866025403784438
"120" 30.5467 -87.8808 7 692 12 -2.44921270764475e-16 1
"121" 31.0383 -85.8708 44.2 2389 1 0.5 0.866025403784439
"122" 31.0383 -85.8708 44.2 1260 2 0.866025403784439 0.5
"123" 31.0383 -85.8708 44.2 908 3 1 6.12303176911189e-17
"124" 31.0383 -85.8708 44.2 437 4 0.866025403784439 -0.5
"125" 31.0383 -85.8708 44.2 940 5 0.5 -0.866025403784439
"126" 31.0383 -85.8708 44.2 1184 6 1.22460635382238e-16 -1
"127" 31.0383 -85.8708 44.2 1266 7 -0.5 -0.866025403784439
"128" 31.0383 -85.8708 44.2 1588 8 -0.866025403784438 -0.5
"129" 31.0383 -85.8708 44.2 516 9 -1 -1.83690953073357e-16
"130" 31.0383 -85.8708 44.2 56 10 -0.866025403784439 0.5
"131" 31.0383 -85.8708 44.2 664 11 -0.5 0.866025403784438
"132" 31.0383 -85.8708 44.2 652 12 -2.44921270764475e-16 1
"133" 32.6922 -87.5761 75.9 962 1 0.5 0.866025403784439
"134" 32.6922 -87.5761 75.9 668 2 0.866025403784439 0.5
"135" 32.6922 -87.5761 75.9 1132 3 1 6.12303176911189e-17
"136" 32.6922 -87.5761 75.9 905 4 0.866025403784439 -0.5
"137" 32.6922 -87.5761 75.9 2986 5 0.5 -0.866025403784439
"138" 32.6922 -87.5761 75.9 99 6 1.22460635382238e-16 -1
"139" 32.6922 -87.5761 75.9 685 7 -0.5 -0.866025403784439
"140" 32.6922 -87.5761 75.9 583 8 -0.866025403784438 -0.5
"141" 32.6922 -87.5761 75.9 267 9 -1 -1.83690953073357e-16
"142" 32.6922 -87.5761 75.9 483 10 -0.866025403784439 0.5
"143" 32.6922 -87.5761 75.9 1478 11 -0.5 0.866025403784438
"144" 32.6922 -87.5761 75.9 776 12 -2.44921270764475e-16 1
"145" 31.79 -86.6086 104.2 2376 1 0.5 0.866025403784439
"146" 31.79 -86.6086 104.2 1052 2 0.866025403784439 0.5
"147" 31.79 -86.6086 104.2 1588 3 1 6.12303176911189e-17
"148" 31.79 -86.6086 104.2 324 4 0.866025403784439 -0.5
"149" 31.79 -86.6086 104.2 1440 5 0.5 -0.866025403784439
"150" 31.79 -86.6086 104.2 1321 6 1.22460635382238e-16 -1
"151" 31.79 -86.6086 104.2 787 7 -0.5 -0.866025403784439
"152" 31.79 -86.6086 104.2 1442 8 -0.866025403784438 -0.5
"153" 31.79 -86.6086 104.2 490 9 -1 -1.83690953073357e-16
"154" 31.79 -86.6086 104.2 352 10 -0.866025403784439 0.5
"155" 31.79 -86.6086 104.2 1024 11 -0.5 0.866025403784438
"156" 31.79 -86.6086 104.2 410 12 -2.44921270764475e-16 1
"157" 34.2314 -87.6353 280.4 1614 1 0.5 0.866025403784439
"158" 34.2314 -87.6353 280.4 1104 2 0.866025403784439 0.5
"159" 34.2314 -87.6353 280.4 1284 3 1 6.12303176911189e-17
"160" 34.2314 -87.6353 280.4 1378 4 0.866025403784439 -0.5
"161" 34.2314 -87.6353 280.4 1831 5 0.5 -0.866025403784439
"162" 34.2314 -87.6353 280.4 622 6 1.22460635382238e-16 -1
"163" 34.2314 -87.6353 280.4 597 7 -0.5 -0.866025403784439
"164" 34.2314 -87.6353 280.4 1580 8 -0.866025403784438 -0.5
"165" 34.2314 -87.6353 280.4 395 9 -1 -1.83690953073357e-16
"166" 34.2314 -87.6353 280.4 699 10 -0.866025403784439 0.5
"167" 34.2314 -87.6353 280.4 1740 11 -0.5 0.866025403784438
"168" 34.2314 -87.6353 280.4 394 12 -2.44921270764475e-16 1
"169" 34.1389 -87.9947 149.4 1625 1 0.5 0.866025403784439
"170" 34.1389 -87.9947 149.4 945 2 0.866025403784439 0.5
"171" 34.1389 -87.9947 149.4 966 3 1 6.12303176911189e-17
"172" 34.1389 -87.9947 149.4 1405 4 0.866025403784439 -0.5
"173" 34.1389 -87.9947 149.4 2151 5 0.5 -0.866025403784439
"174" 34.1389 -87.9947 149.4 1753 6 1.22460635382238e-16 -1
"175" 34.1389 -87.9947 149.4 825 7 -0.5 -0.866025403784439
"176" 34.1389 -87.9947 149.4 1586 8 -0.866025403784438 -0.5
"177" 34.1389 -87.9947 149.4 183 9 -1 -1.83690953073357e-16
"178" 34.1389 -87.9947 149.4 469 10 -0.866025403784439 0.5
"179" 34.1389 -87.9947 149.4 1254 11 -0.5 0.866025403784438
"180" 34.1389 -87.9947 149.4 435 12 -2.44921270764475e-16 1
"181" 31.3831 -85.3678 103.9 2476 1 0.5 0.866025403784439
"182" 31.3831 -85.3678 103.9 1041 2 0.866025403784439 0.5
"183" 31.3831 -85.3678 103.9 587 3 1 6.12303176911189e-17
"184" 31.3831 -85.3678 103.9 666 4 0.866025403784439 -0.5
"185" 31.3831 -85.3678 103.9 1281 5 0.5 -0.866025403784439
"186" 31.3831 -85.3678 103.9 1289 6 1.22460635382238e-16 -1
"187" 31.3831 -85.3678 103.9 477 7 -0.5 -0.866025403784439
"188" 31.3831 -85.3678 103.9 734 8 -0.866025403784438 -0.5
"189" 31.3831 -85.3678 103.9 846 9 -1 -1.83690953073357e-16
"190" 31.3831 -85.3678 103.9 467 10 -0.866025403784439 0.5
"191" 31.3831 -85.3678 103.9 525 11 -0.5 0.866025403784438
"192" 31.3831 -85.3678 103.9 560 12 -2.44921270764475e-16 1
"193" 33.6433 -85.6094 307.8 1700 1 0.5 0.866025403784439
"194" 33.6433 -85.6094 307.8 1998 2 0.866025403784439 0.5
"195" 33.6433 -85.6094 307.8 1687 3 1 6.12303176911189e-17
"196" 33.6433 -85.6094 307.8 823 4 0.866025403784439 -0.5
"197" 33.6433 -85.6094 307.8 1723 5 0.5 -0.866025403784439
"198" 33.6433 -85.6094 307.8 512 6 1.22460635382238e-16 -1
"199" 33.6433 -85.6094 307.8 1611 7 -0.5 -0.866025403784439
"200" 33.6433 -85.6094 307.8 1331 8 -0.866025403784438 -0.5
"201" 33.6433 -85.6094 307.8 234 9 -1 -1.83690953073357e-16
"202" 33.6433 -85.6094 307.8 751 10 -0.866025403784439 0.5
"203" 33.6433 -85.6094 307.8 578 11 -0.5 0.866025403784438
"204" 33.6433 -85.6094 307.8 1115 12 -2.44921270764475e-16 1
"205" 32.9069 -85.4336 225.6 1494 1 0.5 0.866025403784439
"206" 32.9069 -85.4336 225.6 1661 2 0.866025403784439 0.5
"207" 32.9069 -85.4336 225.6 1689 3 1 6.12303176911189e-17
"208" 32.9069 -85.4336 225.6 927 4 0.866025403784439 -0.5
"209" 32.9069 -85.4336 225.6 950 5 0.5 -0.866025403784439
"210" 32.9069 -85.4336 225.6 551 6 1.22460635382238e-16 -1
"211" 32.9069 -85.4336 225.6 1004 7 -0.5 -0.866025403784439
"212" 32.9069 -85.4336 225.6 787 8 -0.866025403784438 -0.5
"213" 32.9069 -85.4336 225.6 631 9 -1 -1.83690953073357e-16
"214" 32.9069 -85.4336 225.6 663 10 -0.866025403784439 0.5
"215" 32.9069 -85.4336 225.6 741 11 -0.5 0.866025403784438
"216" 32.9069 -85.4336 225.6 826 12 -2.44921270764475e-16 1
"217" 32.4717 -87.2308 68.3 1827 1 0.5 0.866025403784439
"218" 32.4717 -87.2308 68.3 1194 2 0.866025403784439 0.5
"219" 32.4717 -87.2308 68.3 842 3 1 6.12303176911189e-17
"220" 32.4717 -87.2308 68.3 772 4 0.866025403784439 -0.5
"221" 32.4717 -87.2308 68.3 1428 5 0.5 -0.866025403784439
"222" 32.4717 -87.2308 68.3 493 6 1.22460635382238e-16 -1
"223" 32.4717 -87.2308 68.3 1059 7 -0.5 -0.866025403784439
"224" 32.4717 -87.2308 68.3 1071 8 -0.866025403784438 -0.5
"225" 32.4717 -87.2308 68.3 335 9 -1 -1.83690953073357e-16
"226" 32.4717 -87.2308 68.3 813 10 -0.866025403784439 0.5
"227" 32.4717 -87.2308 68.3 1133 11 -0.5 0.866025403784438
"228" 32.4717 -87.2308 68.3 689 12 -2.44921270764475e-16 1
"229" 32.4419 -85.8889 65.5 1518 1 0.5 0.866025403784439
"230" 32.4419 -85.8889 65.5 760 2 0.866025403784439 0.5
"231" 32.4419 -85.8889 65.5 1242 3 1 6.12303176911189e-17
"232" 32.4419 -85.8889 65.5 318 4 0.866025403784439 -0.5
"233" 32.4419 -85.8889 65.5 1758 5 0.5 -0.866025403784439
"234" 32.4419 -85.8889 65.5 152 6 1.22460635382238e-16 -1
"235" 32.4419 -85.8889 65.5 1281 7 -0.5 -0.866025403784439
"236" 32.4419 -85.8889 65.5 1226 8 -0.866025403784438 -0.5
"237" 32.4419 -85.8889 65.5 463 9 -1 -1.83690953073357e-16
"238" 32.4419 -85.8889 65.5 312 10 -0.866025403784439 0.5
"239" 32.4419 -85.8889 65.5 517 11 -0.5 0.866025403784438
"240" 32.4419 -85.8889 65.5 588 12 -2.44921270764475e-16 1
"241" 32.6592 -85.4497 191.1 1653 1 0.5 0.866025403784439
"242" 32.6592 -85.4497 191.1 1024 2 0.866025403784439 0.5
"243" 32.6592 -85.4497 191.1 1380 3 1 6.12303176911189e-17
"244" 32.6592 -85.4497 191.1 323 4 0.866025403784439 -0.5
"245" 32.6592 -85.4497 191.1 2406 5 0.5 -0.866025403784439
"246" 32.6592 -85.4497 191.1 983 6 1.22460635382238e-16 -1
"247" 32.6592 -85.4497 191.1 248 7 -0.5 -0.866025403784439
"248" 32.6592 -85.4497 191.1 1210 8 -0.866025403784438 -0.5
"249" 32.6592 -85.4497 191.1 472 9 -1 -1.83690953073357e-16
"250" 32.6592 -85.4497 191.1 186 10 -0.866025403784439 0.5
"251" 32.6592 -85.4497 191.1 457 11 -0.5 0.866025403784438
"252" 32.6592 -85.4497 191.1 559 12 -2.44921270764475e-16 1
"253" 33.6906 -86.685 185.3 1094 1 0.5 0.866025403784439
"254" 33.6906 -86.685 185.3 859 2 0.866025403784439 0.5
"255" 33.6906 -86.685 185.3 1569 3 1 6.12303176911189e-17
"256" 33.6906 -86.685 185.3 1514 4 0.866025403784439 -0.5
"257" 33.6906 -86.685 185.3 2175 5 0.5 -0.866025403784439
"258" 33.6906 -86.685 185.3 715 6 1.22460635382238e-16 -1
"259" 33.6906 -86.685 185.3 882 7 -0.5 -0.866025403784439
"260" 33.6906 -86.685 185.3 1537 8 -0.866025403784438 -0.5
"261" 33.6906 -86.685 185.3 544 9 -1 -1.83690953073357e-16
"262" 33.6906 -86.685 185.3 952 10 -0.866025403784439 0.5
"263" 33.6906 -86.685 185.3 1318 11 -0.5 0.866025403784438
"264" 33.6906 -86.685 185.3 400 12 -2.44921270764475e-16 1
"265" 34.2878 -85.9681 362.7 1287 1 0.5 0.866025403784439
"266" 34.2878 -85.9681 362.7 668 2 0.866025403784439 0.5
"267" 34.2878 -85.9681 362.7 1359 3 1 6.12303176911189e-17
"268" 34.2878 -85.9681 362.7 1388 4 0.866025403784439 -0.5
"269" 34.2878 -85.9681 362.7 1427 5 0.5 -0.866025403784439
"270" 34.2878 -85.9681 362.7 748 6 1.22460635382238e-16 -1
"271" 34.2878 -85.9681 362.7 173 7 -0.5 -0.866025403784439
"272" 34.2878 -85.9681 362.7 464 8 -0.866025403784438 -0.5
"273" 34.2878 -85.9681 362.7 374 9 -1 -1.83690953073357e-16
"274" 34.2878 -85.9681 362.7 821 10 -0.866025403784439 0.5
"275" 34.2878 -85.9681 362.7 1046 11 -0.5 0.866025403784438
"276" 34.2878 -85.9681 362.7 941 12 -2.44921270764475e-16 1
"277" 34.6736 -86.0536 187.5 1506 1 0.5 0.866025403784439
"278" 34.6736 -86.0536 187.5 1178 2 0.866025403784439 0.5
"279" 34.6736 -86.0536 187.5 1208 3 1 6.12303176911189e-17
"280" 34.6736 -86.0536 187.5 874 4 0.866025403784439 -0.5
"281" 34.6736 -86.0536 187.5 1565 5 0.5 -0.866025403784439
"282" 34.6736 -86.0536 187.5 1162 6 1.22460635382238e-16 -1
"283" 34.6736 -86.0536 187.5 1709 7 -0.5 -0.866025403784439
"284" 34.6736 -86.0536 187.5 2251 8 -0.866025403784438 -0.5
"285" 34.6736 -86.0536 187.5 307 9 -1 -1.83690953073357e-16
"286" 34.6736 -86.0536 187.5 630 10 -0.866025403784439 0.5
"287" 34.6736 -86.0536 187.5 1572 11 -0.5 0.866025403784438
"288" 34.6736 -86.0536 187.5 641 12 -2.44921270764475e-16 1
"289" 33.2053 -86.195 153.6 1382 1 0.5 0.866025403784439
"290" 33.2053 -86.195 153.6 1104 2 0.866025403784439 0.5
"291" 33.2053 -86.195 153.6 1971 3 1 6.12303176911189e-17
"292" 33.2053 -86.195 153.6 587 4 0.866025403784439 -0.5
"293" 33.2053 -86.195 153.6 1805 5 0.5 -0.866025403784439
"294" 33.2053 -86.195 153.6 948 6 1.22460635382238e-16 -1
"295" 33.2053 -86.195 153.6 508 7 -0.5 -0.866025403784439
"296" 33.2053 -86.195 153.6 951 8 -0.866025403784438 -0.5
"297" 33.2053 -86.195 153.6 183 9 -1 -1.83690953073357e-16
"298" 33.2053 -86.195 153.6 706 10 -0.866025403784439 0.5
"299" 33.2053 -86.195 153.6 1034 11 -0.5 0.866025403784438
"300" 33.2053 -86.195 153.6 771 12 -2.44921270764475e-16 1
"301" 33.4172 -86.1344 154.8 1145 1 0.5 0.866025403784439
"302" 33.4172 -86.1344 154.8 1316 2 0.866025403784439 0.5
"303" 33.4172 -86.1344 154.8 2076 3 1 6.12303176911189e-17
"304" 33.4172 -86.1344 154.8 712 4 0.866025403784439 -0.5
"305" 33.4172 -86.1344 154.8 1941 5 0.5 -0.866025403784439
"306" 33.4172 -86.1344 154.8 817 6 1.22460635382238e-16 -1
"307" 33.4172 -86.1344 154.8 767 7 -0.5 -0.866025403784439
"308" 33.4172 -86.1344 154.8 554 8 -0.866025403784438 -0.5
"309" 33.4172 -86.1344 154.8 422 9 -1 -1.83690953073357e-16
"310" 33.4172 -86.1344 154.8 1203 10 -0.866025403784439 0.5
"311" 33.4172 -86.1344 154.8 864 11 -0.5 0.866025403784438
"312" 33.4172 -86.1344 154.8 769 12 -2.44921270764475e-16 1
"313" 32.9206 -86.6708 207.3 1388 1 0.5 0.866025403784439
"314" 32.9206 -86.6708 207.3 1284 2 0.866025403784439 0.5
"315" 32.9206 -86.6708 207.3 1537 3 1 6.12303176911189e-17
"316" 32.9206 -86.6708 207.3 636 4 0.866025403784439 -0.5
"317" 32.9206 -86.6708 207.3 1284 5 0.5 -0.866025403784439
"318" 32.9206 -86.6708 207.3 807 6 1.22460635382238e-16 -1
"319" 32.9206 -86.6708 207.3 1133 7 -0.5 -0.866025403784439
"320" 32.9206 -86.6708 207.3 869 8 -0.866025403784438 -0.5
"321" 32.9206 -86.6708 207.3 196 9 -1 -1.83690953073357e-16
"322" 32.9206 -86.6708 207.3 929 10 -0.866025403784439 0.5
"323" 32.9206 -86.6708 207.3 1178 11 -0.5 0.866025403784438
"324" 32.9206 -86.6708 207.3 662 12 -2.44921270764475e-16 1
"325" 32.0142 -85.7464 134.1 2146 1 0.5 0.866025403784439
"326" 32.0142 -85.7464 134.1 1021 2 0.866025403784439 0.5
"327" 32.0142 -85.7464 134.1 1111 3 1 6.12303176911189e-17
"328" 32.0142 -85.7464 134.1 436 4 0.866025403784439 -0.5
"329" 32.0142 -85.7464 134.1 1435 5 0.5 -0.866025403784439
"330" 32.0142 -85.7464 134.1 1620 6 1.22460635382238e-16 -1
"331" 32.0142 -85.7464 134.1 656 7 -0.5 -0.866025403784439
"332" 32.0142 -85.7464 134.1 1805 8 -0.866025403784438 -0.5
"333" 32.0142 -85.7464 134.1 541 9 -1 -1.83690953073357e-16
"334" 32.0142 -85.7464 134.1 534 10 -0.866025403784439 0.5
"335" 32.0142 -85.7464 134.1 927 11 -0.5 0.866025403784438
"336" 32.0142 -85.7464 134.1 737 12 -2.44921270764475e-16 1
"337" 31.5589 -110.5294 1527 1918 1 0.5 0.866025403784439
"338" 31.5589 -110.5294 1527 571 2 0.866025403784439 0.5
"339" 31.5589 -110.5294 1527 264 3 1 6.12303176911189e-17
"340" 31.5589 -110.5294 1527 193 4 0.866025403784439 -0.5
"341" 31.5589 -110.5294 1527 0 5 0.5 -0.866025403784439
"342" 31.5589 -110.5294 1527 66 6 1.22460635382238e-16 -1
"343" 31.5589 -110.5294 1527 1647 7 -0.5 -0.866025403784439
"344" 31.5589 -110.5294 1527 1243 8 -0.866025403784438 -0.5
"345" 31.5589 -110.5294 1527 488 9 -1 -1.83690953073357e-16
"346" 31.5589 -110.5294 1527 177 10 -0.866025403784439 0.5
"347" 31.5589 -110.5294 1527 30 11 -0.5 0.866025403784438
"348" 31.5589 -110.5294 1527 259 12 -2.44921270764475e-16 1
"349" 36.1533 -109.5394 1709.9 621 1 0.5 0.866025403784439
"350" 36.1533 -109.5394 1709.9 220 2 0.866025403784439 0.5
"351" 36.1533 -109.5394 1709.9 302 3 1 6.12303176911189e-17
"352" 36.1533 -109.5394 1709.9 122 4 0.866025403784439 -0.5
"353" 36.1533 -109.5394 1709.9 112 5 0.5 -0.866025403784439
"354" 36.1533 -109.5394 1709.9 25 6 1.22460635382238e-16 -1
"355" 36.1533 -109.5394 1709.9 431 7 -0.5 -0.866025403784439
"356" 36.1533 -109.5394 1709.9 437 8 -0.866025403784438 -0.5
"357" 36.1533 -109.5394 1709.9 224 9 -1 -1.83690953073357e-16
"358" 36.1533 -109.5394 1709.9 350 10 -0.866025403784439 0.5
"359" 36.1533 -109.5394 1709.9 20 11 -0.5 0.866025403784438
"360" 36.1533 -109.5394 1709.9 210 12 -2.44921270764475e-16 1
"361" 32.9947 -111.5367 432.5 864 1 0.5 0.866025403784439
"362" 32.9947 -111.5367 432.5 216 2 0.866025403784439 0.5
"363" 32.9947 -111.5367 432.5 246 3 1 6.12303176911189e-17
"364" 32.9947 -111.5367 432.5 0 4 0.866025403784439 -0.5
"365" 32.9947 -111.5367 432.5 0 5 0.5 -0.866025403784439
"366" 32.9947 -111.5367 432.5 0 6 1.22460635382238e-16 -1
"367" 32.9947 -111.5367 432.5 3 7 -0.5 -0.866025403784439
"368" 32.9947 -111.5367 432.5 346 8 -0.866025403784438 -0.5
"369" 32.9947 -111.5367 432.5 0 9 -1 -1.83690953073357e-16
"370" 32.9947 -111.5367 432.5 428 10 -0.866025403784439 0.5
"371" 32.9947 -111.5367 432.5 0 11 -0.5 0.866025403784438
"372" 32.9947 -111.5367 432.5 325 12 -2.44921270764475e-16 1
"373" 32.2617 -110.3481 973.5 624 1 0.5 0.866025403784439
"374" 32.2617 -110.3481 973.5 549 2 0.866025403784439 0.5
"375" 32.2617 -110.3481 973.5 125 3 1 6.12303176911189e-17
"376" 32.2617 -110.3481 973.5 76 4 0.866025403784439 -0.5
"377" 32.2617 -110.3481 973.5 3 5 0.5 -0.866025403784439
"378" 32.2617 -110.3481 973.5 8 6 1.22460635382238e-16 -1
"379" 32.2617 -110.3481 973.5 796 7 -0.5 -0.866025403784439
"380" 32.2617 -110.3481 973.5 1017 8 -0.866025403784438 -0.5
"381" 32.2617 -110.3481 973.5 69 9 -1 -1.83690953073357e-16
"382" 32.2617 -110.3481 973.5 97 10 -0.866025403784439 0.5
